city,lat,lng,country,population
Valley Center,37.8325,-97.3647,United States,7343
Northport,40.9036,-73.3446,United States,7342
Clarkston,46.4154,-117.0501,United States,7341
Neptune Beach,30.3165,-81.4118,United States,7337
Luan Chau,21.74,103.343,Vietnam,7335
Goranboy,40.6103,46.7897,Azerbaijan,7333
Salum,31.567,25.15,Egypt,7330
Ralston,41.2005,-96.0354,United States,7329
Delphos,40.8481,-84.3369,United States,7328
Edgerton,42.8385,-89.0698,United States,7327
Longboat Key,27.3926,-82.6341,United States,7326
Paintsville,37.8169,-82.8068,United States,7323
Guadalupe,34.9608,-120.5735,United States,7321
Vandalia,38.9754,-89.1117,United States,7320
Midland Park,40.9952,-74.141,United States,7319
Marshfield,37.3414,-92.9116,United States,7318
Forsyth,36.6922,-93.1101,United States,7315
Flatwoods,38.5209,-82.7195,United States,7311
Osakarovka,50.5799,72.5699,Kazakhstan,7305
Riverdale Park,38.9645,-76.9265,United States,7304
Leeton,-34.5449,146.3973,Australia,7299
New Cumberland,40.2297,-76.8764,United States,7299
Jackson,38.3485,-120.7724,United States,7297
Crossett,33.1284,-91.9631,United States,7295
De Soto,38.141,-90.5609,United States,7290
Ephrata,47.3119,-119.5342,United States,7289
Williston Park,40.7588,-73.6465,United States,7289
Bossembele,5.267,17.65,Central African Republic,7287
Hudsonville,42.8634,-85.8626,United States,7285
Canfield,41.0315,-80.7672,United States,7284
Gonzales,29.5126,-97.4472,United States,7279
Morrow,33.5816,-84.3391,United States,7276
Marksville,31.1245,-92.0652,United States,7273
Knoxville,41.3188,-93.1024,United States,7273
Lowell,42.9351,-85.3457,United States,7272
La Feria,26.1544,-97.8255,United States,7271
Providence,41.703,-111.8122,United States,7270
Lincolnshire,42.1961,-87.9179,United States,7262
Bedford,37.3359,-79.5181,United States,7259
Wauseon,41.5534,-84.1406,United States,7254
New Albany,34.4909,-89.0201,United States,7253
Thurmont,39.6205,-77.4074,United States,7252
Palmyra,40.0025,-75.0359,United States,7241
Willows,39.5147,-122.1992,United States,7240
Soldotna,60.4863,-151.0676,United States,7238
Batesville,34.3148,-89.9249,United States,7237
Hempstead,30.0975,-96.0795,United States,7236
Skiatook,36.3693,-95.9815,United States,7236
Woodstock,38.8753,-78.5158,United States,7225
Strasburg,38.9944,-78.3541,United States,7218
Lawrenceville,38.7263,-87.6874,United States,7218
Marion,34.1787,-79.3965,United States,7218
Tyrone,33.4751,-84.5942,United States,7215
Laurium,47.2351,-88.4382,United States,7214
Whitefish,48.4333,-114.3594,United States,7214
Bargersville,39.5414,-86.2004,United States,7213
Hiawatha,42.0518,-91.6899,United States,7212
Lucas,33.095,-96.5792,United States,7211
Ponchatoula,30.4404,-90.4428,United States,7209
Atherton,37.4539,-122.2032,United States,7207
La Sarre,48.8,-79.2,Canada,7206
Saint Gabriel,30.2536,-91.1013,United States,7205
Saint Martinville,30.1264,-91.8319,United States,7197
South Weber,41.1334,-111.9393,United States,7196
Carhue,-37.1829,-62.7333,Argentina,7190
Bestobe,52.4997,73.0997,Kazakhstan,7189
Orland Hills,41.5905,-87.8413,United States,7184
Tolleson,33.4484,-112.2561,United States,7178
Onalaska,30.8216,-95.1111,United States,7173
East Hills,40.7958,-73.6292,United States,7173
Mills River,35.3855,-82.5854,United States,7168
Middleton,43.7124,-116.6143,United States,7168
Soro,55.433,11.5667,Denmark,7167
Berrien Springs,41.9474,-86.3406,United States,7162
Scappoose,45.7563,-122.8771,United States,7158
Tobol,52.698,62.5749,Kazakhstan,7155
Okandja,-0.6829,13.7833,Gabon,7155
Highland Heights,39.0355,-84.4567,United States,7155
Glenolden,39.8996,-75.292,United States,7153
Pleasantville,41.1378,-73.7827,United States,7150
Moab,38.57,-109.5476,United States,7149
Gunnedah,-30.987,150.2623,Australia,7148
Wick,58.4333,-3.0834,United Kingdom,7147
Bonne Terre,37.9209,-90.5425,United States,7147
Austell,33.8202,-84.6453,United States,7139
Catoosa,36.1832,-95.7663,United States,7133
Milltown,40.4503,-74.435,United States,7132
Winooski,44.4951,-73.1842,United States,7128
Bellbrook,39.6384,-84.0865,United States,7128
Sausalito,37.8581,-122.4932,United States,7125
Lewisburg,37.8096,-80.4327,United States,7124
Pacific,47.261,-122.2507,United States,7122
Belen,34.6804,-106.7875,United States,7122
Nebraska City,40.6766,-95.8613,United States,7122
Hudson Falls,43.3042,-73.5818,United States,7121
Saint Helena,38.5044,-122.4681,United States,7119
Wytheville,36.953,-81.0881,United States,7114
Independence,41.378,-81.6385,United States,7114
Richland,32.2309,-90.1592,United States,7111
Live Oak,30.2956,-82.9846,United States,7110
Dos Palos,36.9854,-120.6337,United States,7109
Parry Sound,45.3337,-80.033,Canada,7105
Barnesville,33.0511,-84.1526,United States,7103
Salida,38.5303,-105.9987,United States,7102
Hillsboro,39.167,-89.4735,United States,7102
Pedro Luro,-39.4833,-62.6833,Argentina,7100
Dade City,28.3564,-82.1942,United States,7099
Walled Lake,42.5379,-83.4786,United States,7089
Fort Myers Beach,26.4325,-81.9169,United States,7085
Keyport,40.4327,-74.2013,United States,7085
Syracuse,41.4215,-85.749,United States,7085
Narrabri,-30.3319,149.7874,Australia,7082
Keystone Heights,29.781,-82.0339,United States,7081
Madison,44.0062,-97.1084,United States,7081
Rochester,41.0591,-86.196,United States,7077
Sioux Center,43.0746,-96.1707,United States,7076
Zambezi,-13.54,23.1099,Zambia,7074
Nappanee,41.4452,-85.9962,United States,7074
Stanwood,48.245,-122.3427,United States,7073
Flowery Branch,34.1707,-83.9141,United States,7073
Santa Clara,37.1312,-113.6561,United States,7065
Ashland,46.5801,-90.8715,United States,7063
Fort Payne,34.4559,-85.6954,United States,7062
Saint Louis,43.4082,-84.6116,United States,7060
De Funiak Springs,30.7121,-86.1207,United States,7055
Stephenville,48.5504,-58.5666,Canada,7054
Floresville,29.1403,-98.1627,United States,7053
University Park,41.446,-87.7154,United States,7052
Crete,40.6256,-96.957,United States,7047
Maryborough,-37.0496,143.73,Australia,7046
New Paltz,41.7495,-74.0808,United States,7046
Kapoeta,4.7721,33.5902,South Sudan,7042
Franklin,35.18,-83.381,United States,7041
Fairview,35.9819,-87.1286,United States,7040
Orange City,43.0019,-96.0565,United States,7040
Edinboro,41.8762,-80.1246,United States,7035
Quellon,-43.0996,-73.6,Chile,7029
Gibsonville,36.0989,-79.5425,United States,7029
Melekeok,7.4874,134.6265,Palau,7026
Lampasas,31.0659,-98.1831,United States,7026
Sandersville,32.9827,-82.8093,United States,7026
King,36.2767,-80.356,United States,7025
Ridley Park,39.8785,-75.3251,United States,7023
Pelham,40.9116,-73.8075,United States,7020
Milton-Freewater,45.9348,-118.3913,United States,7019
Glendive,47.1102,-104.707,United States,7015
Adel,31.1316,-83.4249,United States,7014
Mount Carmel,38.419,-87.7696,United States,7008
Sedona,34.8574,-111.7951,United States,7008
Great Neck Plaza,40.7869,-73.726,United States,7003
Stratford,39.8289,-75.0154,United States,7001
Palmer,61.5974,-149.1147,United States,7000
Ocean City,38.3989,-75.0715,United States,6999
Umatilla,45.9128,-119.3142,United States,6997
Cottage Grove,43.0913,-89.2023,United States,6996
Stawell,-37.0596,142.76,Australia,6991
Page,36.9425,-111.5071,United States,6989
Nyack,41.0919,-73.9143,United States,6987
Sitka,57.2405,-135.3152,United States,6987
Mendota,41.5552,-89.1046,United States,6986
Trumann,35.6763,-90.5229,United States,6982
Union Grove,42.687,-88.0501,United States,6980
Saint Augustine Beach,29.8413,-81.2713,United States,6979
Archbald,41.5077,-75.5453,United States,6979
Leitchfield,37.4863,-86.2857,United States,6979
Huron,41.3912,-82.5626,United States,6977
Lascano,-33.6696,-54.2,Uruguay,6976
Tuttle,35.3068,-97.7556,United States,6968
Rolesville,35.9249,-78.4654,United States,6962
Perry,30.1092,-83.582,United States,6960
Atherton,-17.2703,145.4694,Australia,6959
Kieta,-6.2163,155.6333,Papua New Guinea,6958
Nicuadala,-17.6077,36.8197,Mozambique,6945
Huron,36.204,-120.0961,United States,6941
Ione,38.3612,-120.9422,United States,6940
Black Jack,38.7994,-90.2639,United States,6940
Sturtevant,42.7005,-87.9014,United States,6937
Treasure Island,27.7731,-82.766,United States,6937
Jackson,43.3244,-88.1668,United States,6933
Roaring Spring,40.3348,-78.3959,United States,6930
Nakasongola,1.3089,32.4564,Uganda,6921
Chestertown,39.2188,-76.071,United States,6918
Valley Park,38.5513,-90.4923,United States,6911
Milford,39.17,-84.281,United States,6906
Sanger,33.3736,-97.1697,United States,6900
Karibib,-21.939,15.853,Namibia,6898
Brewton,31.1111,-87.0737,United States,6896
Linwood,39.3435,-74.5707,United States,6892
Mexia,31.6809,-96.4833,United States,6885
Mountainside,40.681,-74.3605,United States,6883
Souderton,40.311,-75.3223,United States,6883
Cortland,41.3318,-80.7192,United States,6880
Seward,40.9096,-97.0961,United States,6879
Bath,42.3363,-77.3179,United States,6879
Sidney,47.7149,-104.1665,United States,6877
Zholymbet,51.7502,71.7099,Kazakhstan,6876
Oguz,41.0708,47.4583,Azerbaijan,6876
Emmitsburg,39.705,-77.3217,United States,6873
Commerce,34.2129,-83.473,United States,6871
Allendale,41.0332,-74.1332,United States,6853
Joshua,32.4607,-97.3829,United States,6846
Kiel,43.9167,-88.0266,United States,6841
Litchfield,39.1963,-89.6288,United States,6829
Oak Ridge,36.1737,-79.9918,United States,6827
Belle Isle,28.4724,-81.3491,United States,6825
Rumson,40.3626,-74.0046,United States,6824
Mount Vernon,37.9364,-87.8955,United States,6821
Blairsville,40.4325,-79.2599,United States,6815
Byron,42.1273,-89.2622,United States,6815
Columbia,31.2564,-89.8266,United States,6807
Farmington,36.037,-94.2537,United States,6804
Portage,40.3868,-78.6746,United States,6802
North Syracuse,43.1339,-76.1306,United States,6800
Rosario,-2.94,-44.26,Brazil,6798
Khandyga,62.666,135.6,Russia,6796
Greenbrier,36.4237,-86.7974,United States,6796
Cowra,-33.8296,148.68,Australia,6795
Winthrop Harbor,42.4806,-87.8294,United States,6794
Farim,12.493,-15.227,Guinea-Bissau,6792
Barrington,39.8689,-75.0514,United States,6792
Ambridge,40.5922,-80.2264,United States,6787
Sturgis,44.4093,-103.5184,United States,6787
Roeland Park,39.0358,-94.6374,United States,6786
Windsor,43.2165,-89.3393,United States,6785
Gunnison,38.5455,-106.9226,United States,6784
Fircrest,47.2308,-122.5157,United States,6780
Plaquemine,30.2834,-91.2429,United States,6780
Kishkenekol,53.6368,72.3414,Kazakhstan,6779
Golfito,8.65,-83.15,Costa Rica,6777
Kirtland,41.5969,-81.3406,United States,6773
Hondo,29.3532,-99.1621,United States,6772
Washington,41.2982,-91.6928,United States,6771
Loomis,38.8093,-121.1955,United States,6767
Byron Bay,-28.6565,153.6129,Australia,6764
Beaver Dam,37.4044,-86.8742,United States,6764
Youngtown,33.5846,-112.3048,United States,6759
Thames,-37.1384,175.5853,New Zealand,6756
Noble,35.1385,-97.371,United States,6756
Martins Ferry,40.1014,-80.7252,United States,6756
Taylor Mill,39.0092,-84.4987,United States,6756
Farr West,41.3015,-112.0318,United States,6755
Roosevelt,40.2932,-110.0037,United States,6754
Russellville,36.8393,-86.895,United States,6754
Bayville,40.9077,-73.5603,United States,6751
Colusa,39.2049,-122.0095,United States,6751
Nibley,41.6726,-111.8455,United States,6747
Brier,47.7924,-122.2736,United States,6743
Saint Joseph,45.5609,-94.3075,United States,6743
Millersville,36.3967,-86.7108,United States,6742
Church Hill,36.5206,-82.7142,United States,6740
Antigonish,45.6269,-61.9982,Canada,6739
North Bend,47.4899,-121.7741,United States,6739
Kimberly,44.267,-88.3382,United States,6739
Hamilton,34.1346,-87.9755,United States,6739
Columbia Falls,48.3698,-114.1914,United States,6739
Greenville,38.8867,-89.3894,United States,6735
Nevada,42.0185,-93.4637,United States,6735
Kosciusko,33.0585,-89.5893,United States,6735
Keyser,39.4394,-78.9823,United States,6730
Lake Mills,43.0775,-88.9041,United States,6728
Tagum,7.3821,125.8017,Philippines,6726
Montevallo,33.1254,-86.848,United States,6723
Aledo,32.6973,-97.607,United States,6722
Red Hook,41.9962,-73.8768,United States,6722
Stickney,41.8183,-87.773,United States,6722
Bremen,33.7089,-85.1493,United States,6718
Cushing,35.9797,-96.7603,United States,6716
Kaufman,32.5775,-96.3121,United States,6714
Canton,44.6,-75.1703,United States,6704
Junction City,44.2068,-123.2097,United States,6695
Rinconada,-22.4329,-66.1666,Argentina,6692
Camilla,31.2337,-84.2088,United States,6692
Gorom Gorom,14.45,-0.2333,Burkina Faso,6691
Fox Point,43.1582,-87.9015,United States,6691
Elkin,36.2619,-80.8442,United States,6691
Clifton Heights,39.9301,-75.2958,United States,6689
Nitro,38.4119,-81.8194,United States,6686
Fort Meade,27.7641,-81.8054,United States,6686
Milliken,40.3105,-104.8556,United States,6678
Columbus,43.3354,-89.0299,United States,6674
Airway Heights,47.6464,-117.5802,United States,6672
Trinity,35.8756,-80.0093,United States,6671
Valley City,46.9225,-98.0071,United States,6670
North Caldwell,40.8629,-74.2576,United States,6669
Cherryville,35.3844,-81.3781,United States,6667
Cedarhurst,40.6252,-73.7278,United States,6667
Abilene,38.9229,-97.2247,United States,6667
Tecumseh,35.2639,-96.9338,United States,6666
Ephraim,39.3577,-111.5819,United States,6664
International Falls,48.5884,-93.4084,United States,6664
Makarov,48.6337,142.8,Russia,6663
Lexington,35.6609,-88.3965,United States,6660
Galax,36.666,-80.9176,United States,6652
Normandy Park,47.4344,-122.3436,United States,6651
Los Fresnos,26.0741,-97.4801,United States,6651
Manorhaven,40.8399,-73.7127,United States,6651
Lake Hallie,44.8921,-91.4201,United States,6650
Creswell,43.9212,-123.0159,United States,6648
Prairie du Chien,43.044,-91.139,United States,6647
Hamilton,46.2524,-114.1598,United States,6646
Rupert,42.619,-113.6739,United States,6642
Hillsboro,39.2124,-83.6113,United States,6642
Blackwell,36.8011,-97.3003,United States,6639
Slippery Rock,41.0695,-80.058,United States,6637
Taneytown,39.6562,-77.1688,United States,6629
Hapeville,33.6609,-84.4093,United States,6627
Elsa,26.2979,-97.9937,United States,6624
Ghadamis,30.1333,9.5,Libya,6623
West View,40.5182,-80.0333,United States,6622
Ellettsville,39.2308,-86.6221,United States,6622
Folcroft,39.8891,-75.277,United States,6621
Andalusia,31.3101,-86.4781,United States,6619
Zixing,25.97,113.4,China,6618
Clairton,40.2976,-79.8854,United States,6616
Tuckahoe,40.953,-73.823,United States,6615
Horta,38.5347,-28.6448,Portugal,6611
Lacy-Lakeview,31.6292,-97.1052,United States,6611
East Rochester,43.1121,-77.4869,United States,6611
Awjilah,29.108,21.2869,Libya,6610
Union,39.9102,-84.2962,United States,6606
Monticello,36.8404,-84.8506,United States,6606
Hurricane,38.4294,-82.0168,United States,6604
Oelwein,42.6714,-91.9132,United States,6603
Douglas,42.7547,-105.3834,United States,6600
North Riverside,41.8461,-87.8263,United States,6598
Lerwick,60.15,-1.15,United Kingdom,6594
Rittman,40.9737,-81.7845,United States,6593
Whitestown,39.9704,-86.3607,United States,6590
Selma,35.5436,-78.2954,United States,6589
Irvington,41.0349,-73.8661,United States,6587
Cankuzo,-3.1667,30.5167,Burundi,6585
Unionville,35.0745,-80.52,United States,6585
Cherry Hills Village,39.6375,-104.9481,United States,6585
Qazaly,45.7628,62.1075,Kazakhstan,6582
Jeanerette,29.9157,-91.6758,United States,6580
Wharton,40.8999,-74.5808,United States,6577
Plattsmouth,41.0053,-95.8943,United States,6573
Rossford,41.5831,-83.5692,United States,6570
North Branch,45.5137,-92.9601,United States,6569
Hillsborough,36.068,-79.0994,United States,6568
Enoch,37.7665,-113.0431,United States,6568
Jimani,18.493,-71.851,Dominican Republic,6567
Attica,42.8641,-78.2798,United States,6565
Ironwood,46.4528,-90.1502,United States,6561
Mongomo,1.6337,11.3166,Equatorial Guinea,6560
Lawrence,40.6042,-73.7149,United States,6558
Outjo,-20.1095,16.14,Namibia,6557
Monument,39.0736,-104.8468,United States,6556
Tipton,40.2818,-86.0424,United States,6555
Sylvester,31.53,-83.8337,United States,6551
Penn Yan,42.661,-77.0536,United States,6550
Litchfield,45.1222,-94.5254,United States,6547
Catasauqua,40.6531,-75.4643,United States,6544
Horseheads,42.1689,-76.8299,United States,6541
Carrizo Springs,28.5266,-99.8589,United States,6537
Bee Cave,30.3097,-97.9625,United States,6535
Quirihue,-36.28,-72.53,Chile,6529
Tumut,-35.3096,148.22,Australia,6526
Avon,39.6448,-106.5138,United States,6525
Cooma,-36.2396,149.12,Australia,6520
Parkville,39.2004,-94.7222,United States,6514
Broadway,38.6083,-78.8016,United States,6513
Lauderdale-by-the-Sea,26.1989,-80.0972,United States,6512
Decatur,33.2277,-97.5899,United States,6503
Harlan,36.8432,-83.3184,United States,6502
Ambler,40.1564,-75.2215,United States,6500
Sidney,41.1343,-102.9686,United States,6497
Belle Plaine,44.619,-93.7641,United States,6497
Puke,42.0333,19.8833,Albania,6495
Plain City,41.3069,-112.0878,United States,6493
Lincoln,33.5935,-86.1372,United States,6491
San Ramon,-13.2896,-64.71,Bolivia,6490
Prestonsburg,37.6796,-82.764,United States,6489
McCordsville,39.9036,-85.923,United States,6485
Talent,42.2405,-122.7808,United States,6485
Pratt,37.6777,-98.7465,United States,6484
Powell,44.7962,-108.7682,United States,6483
Rockaway,40.8969,-74.5155,United States,6478
Snowflake,34.5223,-110.0914,United States,6473
Prospect Park,39.8859,-75.3074,United States,6472
Spring Lake Park,45.1161,-93.2452,United States,6472
Geneseo,41.4508,-90.154,United States,6471
Milford,42.5871,-83.6012,United States,6471
Carthage,32.1526,-94.3368,United States,6469
Cheverly,38.9253,-76.9139,United States,6469
Gulf Breeze,30.3685,-87.1769,United States,6466
California,40.0692,-79.9152,United States,6466
Kermit,31.854,-103.0924,United States,6465
Belpre,39.2815,-81.5971,United States,6461
Ingeniero Guillermo N. Juarez,-23.9,-61.85,Argentina,6453
Atmore,31.0927,-87.4763,United States,6453
Veneta,44.0471,-123.3514,United States,6447
Rushville,39.6154,-85.4464,United States,6444
Ellenville,41.7009,-74.3609,United States,6436
Prairie View,30.085,-95.9897,United States,6434
Oakmont,40.52,-79.8365,United States,6428
Waveland,30.293,-89.3904,United States,6428
Gladewater,32.5435,-94.9453,United States,6427
Saint Francis,45.399,-93.3896,United States,6425
Russells Point,40.468,-83.8939,United States,6424
